 Animal_Type,Count,Region,Area_Required_sqft,Water_Supply_Liters_per_day,Feed_Type,Feed_Quantity_kg_per_week,Vaccination_Schedule,Practice_Guidance
Sheep,91,East,41860,19474,"Cottonseed Cake, Sorghum, Wheat Bran, Mustard Cake",1456,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Sheep,1,West,426,150,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",39,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,11,West,7216,869,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",187,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Sheep,21,West,12285,2604,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",861,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,31,West,14787,3379,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",310,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,41,West,14719,2378,"Cottonseed Cake, Sorghum, Wheat Bran, Mustard Cake",451,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Sheep,51,West,23868,14943,"Cottonseed Cake, Sorghum, Maize, Fish Meal",1071,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Sheep,61,West,17690,16226,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",2989,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Sheep,71,West,32518,10650,"Lucerne, Gram Husk, Groundnut Cake, Paddy Straw",923,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,81,West,33777,5184,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",810,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Sheep,91,West,72254,17745,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",4277,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Sheep,1,Central,630,97,"Cottonseed Cake, Sorghum, Maize, Fish Meal",14,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,11,Central,4598,3014,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",264,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,21,Central,5796,1176,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",1008,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,31,Central,21018,4371,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",372,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,41,Central,10496,9471,"Wheat Bran, Mustard Cake, Maize, Fish Meal",574,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Sheep,51,Central,28407,8109,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",816,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Sheep,61,Central,32635,6283,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",793,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,71,Central,46860,10437,"Wheat Bran, Mustard Cake, Maize, Fish Meal",2343,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Sheep,81,Central,59211,17739,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",3564,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Sheep,91,Central,48139,19747,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",2730,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
